Variable,Category,Tag,Weight,Exclude,Require,Extra
tQ,composition,fake animal ears,12,[],[],[]
tQ,composition,dot nose,12,[],[],[]
tQ,composition,detached wings,12,[],[],[]
tQ,composition,cowbell,12,[],[],[]
tQ,composition,colored extremities,12,[],[],[]
tQ,composition,colored eyelashes,12,[],[],[]
tQ,composition,bursting breasts,12,[],"[""breasts""]",[]
tQ,composition,buckle,12,[],[],[]
tQ,composition,body fur,12,[],[],[]
tQ,composition,body blush,12,[],[],[]
tQ,composition,beard stubble,12,[],"[""male""]",[]
tQ,composition,beard,12,[],"[""male""]",[]
tQ,composition,thick beard,12,[],"[""male""]",[]
tQ,composition,very long beard,12,[],"[""male""]",[]
tQ,composition,goatee stubble,12,[],"[""male""]",[]
tQ,composition,bare hips,12,[],[],[]
tQ,composition,star choker,12,[],[],[]
tQ,composition,nape,12,[],[],[]
tQ,composition,teardrop facial mark,12,[],[],[]
tQ,composition,mechanical tail,12,[],[],[]
tQ,composition,single off shoulder,12,[],[],[]
tQ,composition,hands in opposite sleeves,12,[],[],[]
tQ,composition,gorget,12,[],[],[]
tQ,composition,hikimayu,12,[],[],[]
tQ,composition,pearl (gemstone),12,[],[],[]
tQ,composition,collared cape,12,[],[],[]
tQ,composition,fiery hair,12,[],[],[]
tQ,composition,stitched face,12,[],[],[]
tQ,composition,burning,12,[],[],[]
tQ,composition,star necklace,12,[],[],[]
tQ,composition,patchwork skin,12,[],[],[]
tQ,composition,mouth veil,12,[],[],[]
tQ,composition,stole,12,[],[],[]
tQ,composition,star facial mark,12,[],[],[]
tQ,composition,bow choker,12,[],"[""female""]",[]
tQ,composition,buck teeth,12,[],[],[]
tQ,composition,prehensile hair,12,[],[],[]
tQ,composition,diving mask,12,[],[],[]
tQ,composition,loose hair strand,12,[],[],[]
tQ,composition,neck fur,12,[],[],[]
tQ,composition,fake antlers,12,[],[],[]
tQ,composition,loose bowtie,12,[],[],[]
tQ,composition,broken halo,12,[],[],[]
tQ,composition,very long fingernails,12,[],[],[]
tQ,composition,forked tongue,12,[],[],[]
tQ,composition,digitigrade,12,[],[],[]
tQ,composition,spiked tail,12,[],[],[]
tQ,composition,large wings,12,[],[],[]
tQ,composition,dark halo,12,[],[],[]
tQ,composition,mechanical ears,12,[],[],[]
tQ,composition,bruise on face,12,[],[],[]
tQ,composition,white halo,12,[],[],[]
tQ,composition,sweaty clothes,12,[],[],[]
tQ,composition,transparent wings,12,[],[],[]
tQ,composition,magatama earrings,12,[],[],[]
tQ,composition,spiked halo,12,[],[],[]
tQ,composition,crystal hair,12,[],[],[]
tQ,composition,artificial eye,12,[],[],[]
tQ,composition,fake mustache,12,[],[],[]
tQ,composition,pointy nose,12,[],[],[]
tQ,composition,button eyes,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tQ,composition,bolo tie,12,[],[],[]
tQ,composition,fiery horns,12,[],[],[]
tQ,composition,sparkle print,12,[],[],[]
tQ,composition,liquid hair,12,[],[],[]
tQ,composition,frilled ascot,12,[],[],[]
tQ,composition,baggy clothes,12,[],[],[]
tQ,composition,aegyo sal,12,[],"[""female""]",[]
tQ,composition,glowing wings,12,[],[],[]
tQ,composition,glowing horns,12,[],[],[]
tQ,composition,diamond (gemstone),12,[],[],[]
tQ,composition,paint splatter on face,12,[],[],[]
tQ,composition,long nose,12,[],[],[]
tQ,composition,studded choker,12,[],[],[]
tQ,composition,webbed hands,12,[],[],[]
tQ,composition,shiny hair,12,[],[],[]
tQ,composition,glitter,12,[],[],[]
tQ,composition,warrior,12,[],[],[]
tQ,composition,sparkling aura,12,[],[],[]
tQ,composition,fiery tail,12,[],[],[]
tQ,composition,gingham,12,[],[],[]
tQ,composition,lazy eye,12,[],[],[]
tQ,composition,scorpion tail,12,[],[],[]
tQ,composition,dinosaur tail,12,[],[],[]
tQ,composition,"lei, flower necklace",12,[],[],[]
tQ,composition,loving aura,12,[],[],[]
tQ,composition,skeletal hand,6,[],[],[]
tK,mood,wince,12,[],[],[]
tK,mood,wide-eyed,12,[],[],[]
tK,mood,tears,12,[],[],[]
tK,mood,triangle mouth,12,[],[],[]
tK,mood,trembling,12,[],[],[]
tK,mood,tongue out,12,[],[],[]
tK,mood,tearing up,12,[],[],[]
tK,mood,sweatdrop,12,[],[],[]
tK,mood,surprised,12,[],[],[]
tK,mood,spoken heart,12,[],[],[]
tK,mood,spoken question mark,12,[],[],[]
tK,mood,spoken ellipsis,12,[],[],[]
tK,mood,smug,12,[],[],[]
tK,mood,smirk,12,[],[],[]
tK,mood,smile,12,[],[],[]
tK,mood,serious,12,[],[],[]
tK,mood,shaded face,12,[],[],[]
tK,mood,pout,12,[],[],[]
tK,mood,parted lips,12,[],[],[]
tK,mood,o_o,12,[],[],[]
tK,mood,notice lines,12,[],[],[]
tK,mood,nose blush,12,[],[],[]
tK,mood,naughty face,12,[],[],[]
tK,mood,light smile,12,[],[],[]
tK,mood,light blush,12,[],[],[]
tK,mood,licking lips,12,[],[],[]
tK,mood,laughing,12,[],[],[]
tK,mood,heavy breathing,12,[],[],[]
tK,mood,happy,12,[],[],[]
tK,mood,half-closed eyes,12,[],[],[]
tK,mood,grin,12,[],[],[]
tK,mood,frown,12,[],[],[]
tK,mood,flying sweatdrops,12,[],[],[]
tK,mood,expressionless,12,[],[],[]
tK,mood,evil smile,12,[],[],[]
tK,mood,embarrassed,12,[],[],[]
tK,mood,drunk,12,[],[],[]
tK,mood,crying with eyes open,12,[],[],[]
tK,mood,crying,12,[],[],[]
tK,mood,closed eyes,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,clenched teeth,12,[],[],[]
tK,mood,chestnut mouth,12,[],[],[]
tK,mood,blush stickers,12,[],[],[]
tK,mood,blush,12,[],[],[]
tK,mood,angry,12,[],[],[]
tK,mood,anger vein,12,[],[],[]
tK,mood,ahegao,1,[],[],[]
tK,mood,^_^,12,[],[],[]
tK,mood,@_@,12,[],[],[]
tK,mood,?,12,[],[],[]
tK,mood,>:),12,[],[],[]
tK,mood,=_=,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,;d,12,[],[],[]
tK,mood,;),12,[],[],[]
tK,mood,:t,12,[],[],[]
tK,mood,:q,12,[],[],[]
tK,mood,:p,12,[],[],[]
tK,mood,:o,12,[],[],[]
tK,mood,:d,12,[],[],[]
tK,mood,:>,12,[],[],[]
tK,mood,:<,12,[],[],[]
tK,mood,:3,12,[],[],[]
tK,mood,...,12,[],[],[]
tK,mood,+_+,12,[],[],[]
tK,mood,+++,12,[],[],[]
tK,mood,!?,12,[],[],[]
tK,mood,!,12,[],[],[]
tK,mood,annoyed,12,[],[],[]
tK,mood,spoken exclamation mark,12,[],[],[]
tK,mood,sad,12,[],[],[]
tK,mood,:/,12,[],[],[]
tK,mood,!!,12,[],[],[]
tK,mood,nervous,12,[],[],[]
tK,mood,0_0,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,;o,12,[],[],[]
tK,mood,seductive smile,12,[],[],[]
tK,mood,torogao,1,[],[],[]
tK,mood,d:,12,[],[],[]
tK,mood,sleepy,12,[],[],[]
tK,mood,ear blush,12,[],[],[]
tK,mood,nervous sweating,12,[],[],[]
tK,mood,puff of air,12,[],[],[]
tK,mood,spoken musical note,12,[],[],[]
tK,mood,glaring,12,[],[],[]
tK,mood,;p,12,[],[],[]
tK,mood,shy,12,[],[],[]
tK,mood,streaming tears,12,[],[],[]
tK,mood,spoken blush,12,[],[],[]
tK,mood,>:(,12,[],[],[]
tK,mood,evil grin,12,[],[],[]
tK,mood,nervous smile,12,[],[],[]
tK,mood,;q,12,[],[],[]
tK,mood,spoken squiggle,12,[],[],[]
tK,mood,spoken interrobang,12,[],[],[]
tK,mood,thinking,12,[],[],[]
tK,mood,puckered lips,12,[],[],[]
tK,mood,screaming,12,[],[],[]
tK,mood,spoken anger vein,12,[],[],[]
tK,mood,dot mouth,12,[],[],[]
tK,mood,grimace,12,[],[],[]
tK,mood,;3,12,[],[],[]
tK,mood,confused,12,[],[],[]
tK,mood,worried,12,[],[],[]
tK,mood,u_u,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,raised eyebrows,12,[],[],[]
tK,mood,uneven eyes,12,[],[],[]
tK,mood,turn pale,12,[],[],[]
tK,mood,squeans,12,[],[],[]
tK,mood,split mouth,12,[],[],[]
tK,mood,sideways glance,12,[],[],[]
tK,mood,scowl,12,[],[],[]
tK,mood,head tilt,12,[],[],[]
tK,mood,furrowed brow,12,[],[],[]
tK,mood,drooling,12,[],[],[]
tK,mood,averting eyes,12,[],[],[]
tK,mood,^_^,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,>_<,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,x_x,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,>:),12,[],[],[]
tK,mood,>:(,12,[],[],[]
tK,mood,;q,12,[],[],[]
tK,mood,;d,12,[],[],[]
tK,mood,;),12,[],[],[]
tK,mood,> o,12,[],[],[]
tK,mood,snot,4,[],[],[]
tK,mood,upturned eyes,12,[],[],[]
tK,mood,unusually open eyes,12,[],[],[]
tK,mood,crazy smile,12,[],[],[]
tK,mood,happy tears,12,[],[],[]
tK,mood,o3o,12,[],[],[]
tK,mood,flustered,12,[],[],[]
tK,mood,nose bubble,12,[],[],[]
tK,mood,false smile,12,[],[],[]
tK,mood,disgust,12,[],[],[]
tK,mood,excited,12,[],[],[]
tK,mood,._.,12,"[""eyes""]",[],"[""eyes"",""noeyes""]"
tK,mood,puffy cheeks,12,[],[],[]
tK,mood,blank stare,12,[],[],[]
tK,mood,determined,12,[],[],[]
tK,mood,pouty lips,12,[],[],[]
tK,mood,gesugao,12,[],[],[]
tK,mood,panicking,12,[],[],[]
tK,mood,forced smile,12,[],[],[]
tK,mood,;(,12,[],[],[]
tK,mood,:c,12,[],[],[]
tK,mood,sad smile,12,[],[],[]
tK,mood,happy aura,12,[],[],[]
tY,theme,year 2005,12,[],[],[]
tY,theme,year 2006,12,[],[],[]
tY,theme,year 2007,12,[],[],[]
tY,theme,year 2008,12,[],[],[]
tY,theme,year 2009,12,[],[],[]
tY,theme,year 2010,12,[],[],[]
tY,theme,year 2011,12,[],[],[]
tY,theme,year 2012,12,[],[],[]
tY,theme,year 2013,12,[],[],[]
tY,theme,year 2014,12,[],[],[]
tY,theme,year 2015,12,[],[],[]
tY,theme,year 2016,12,[],[],[]
tY,theme,year 2017,12,[],[],[]
tY,theme,year 2018,12,[],[],[]
tY,theme,year 2019,12,[],[],[]
tY,theme,year 2020,12,[],[],[]
tY,theme,year 2021,12,[],[],[]
tY,theme,year 2022,12,[],[],[]
tY,theme,year 2023,12,[],[],[]
tY,theme,year 2024,12,[],[],[]
t0,outfits_casual,wooden floor,12,"[""floor""]",[],"[""below""]"
t0,outfits_casual,window,12,[],[],[]
t0,outfits_casual,water drop,12,[],[],[]
t0,outfits_casual,water,12,[],[],[]
t0,outfits_casual,wall,12,[],[],[]
t0,outfits_casual,underwater,12,[],[],[]
t0,outfits_casual,torii,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,tatami,12,"[""floor""]",[],"[""below""]"
t0,outfits_casual,steam,12,[],[],[]
t0,outfits_casual,starry sky,12,[],[],"[""above""]"
t0,outfits_casual,stairs,12,[],[],[]
t0,outfits_casual,space,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,snow,12,[],[],[]
t0,outfits_casual,snowing,12,[],[],[]
t0,outfits_casual,smoke,12,[],[],[]
t0,outfits_casual,sky,12,[],[],"[""above""]"
t0,outfits_casual,shadow,12,[],[],[]
t0,outfits_casual,shade,12,[],[],[]
t0,outfits_casual,sand,12,[],[],[]
t0,outfits_casual,road,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,reflection,12,[],[],[]
t0,outfits_casual,rain,12,[],[],[]
t0,outfits_casual,railing,12,[],[],[]
t0,outfits_casual,pool,12,[],[],[]
t0,outfits_casual,palm tree,12,[],[],[]
t0,outfits_casual,outdoors,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,onsen,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,night sky,12,[],[],"[""above""]"
t0,outfits_casual,night,12,[],[],[]
t0,outfits_casual,nature,12,[],[],[]
t0,outfits_casual,moon,12,[],[],[]
t0,outfits_casual,mountain,12,[],[],[]
t0,outfits_casual,indoors,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,horizon,12,[],[],[]
t0,outfits_casual,grass,12,[],[],[]
t0,outfits_casual,full moon,12,[],[],[]
t0,outfits_casual,frog,12,[],[],[]
t0,outfits_casual,forest,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,field,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,fence,12,[],[],[]
t0,outfits_casual,desk,12,[],[],[]
t0,outfits_casual,day,12,[],[],[]
t0,outfits_casual,curtains,12,[],[],[]
t0,outfits_casual,couch,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,cloudy sky,12,[],[],"[""above""]"
t0,outfits_casual,cloud,12,[],[],[]
t0,outfits_casual,classroom,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,cityscape,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,city,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,bush,12,[],[],[]
t0,outfits_casual,building,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,bookshelf,12,[],[],[]
t0,outfits_casual,bedroom,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,bed,12,[],[],[]
t0,outfits_casual,beach,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,bath,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,vines,12,[],[],[]
t0,outfits_casual,bamboo,12,[],[],[]
t0,outfits_casual,house,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,ruins,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,crescent moon,12,[],[],[]
t0,outfits_casual,sliding doors,12,[],[],[]
t0,outfits_casual,brick wall,12,[],[],[]
t0,outfits_casual,east asian architecture,12,[],[],[]
t0,outfits_casual,futon,12,[],[],[]
t0,outfits_casual,bridge,12,[],[],[]
t0,outfits_casual,planet,12,[],[],[]
t0,outfits_casual,shelf,12,[],[],[]
t0,outfits_casual,bare tree,12,[],[],[]
t0,outfits_casual,street,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,river,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,castle,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,flower field,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,skyscraper,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,utility pole,12,[],[],[]
t0,outfits_casual,train interior,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,evening,12,[],[],[]
t0,outfits_casual,mountainous horizon,12,[],[],[]
t0,outfits_casual,waves,12,[],[],[]
t0,outfits_casual,crowd,12,[],[],[]
t0,outfits_casual,kitchen,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,tower,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,waterfall,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,library,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,puddle,12,[],[],[]
t0,outfits_casual,shop,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,lake,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,fog,12,[],[],[]
t0,outfits_casual,shrine,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,red moon,12,[],[],[]
t0,outfits_casual,rooftop,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,shore,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,floor,12,[],[],"[""below""]"
t0,outfits_casual,contrail,12,[],[],[]
t0,outfits_casual,shooting star,12,[],[],[]
t0,outfits_casual,ceiling,12,[],[],"[""above""]"
t0,outfits_casual,city lights,12,[],[],[]
t0,outfits_casual,bamboo forest,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,hallway,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,moonlight,12,[],[],[]
t0,outfits_casual,locker room,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,dusk,12,[],[],[]
t0,outfits_casual,tombstone,12,[],[],[]
t0,outfits_casual,hill,12,[],[],[]
t0,outfits_casual,sunrise,12,[],[],[]
t0,outfits_casual,restaurant,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,moss,12,[],[],[]
t0,outfits_casual,church,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,town,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,cave,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,festival,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,veranda,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,reflective floor,12,[],[],"[""below""]"
t0,outfits_casual,alley,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,pond,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,tree,12,[],[],[]
t0,outfits_casual,overgrown,12,[],[],[]
t0,outfits_casual,industrial pipe,12,[],[],[]
t0,outfits_casual,shallow water,12,[],[],[]
t0,outfits_casual,column,12,[],[],[]
t0,outfits_casual,tree stump,12,[],[],[]
t0,outfits_casual,sunflower field,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,wading pool,12,[],[],[]
t0,outfits_casual,jungle,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,meadow,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,wheat field,12,"[""location""]",[],"[""location""]"
t0,outfits_casual,dungeon,12,"[""location""]",[],"[""location""]"
t1,outfits_formal,"fruit, food, strawberry",12,[],[],[]
t1,outfits_formal,"stuffed animal, teddy bear",12,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed rabbit",4,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed shark",4,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed fish",4,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed frog",4,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed panda",4,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed octopus",4,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed lion",4,[],[],[]
t1,outfits_formal,"stuffed animal, stuffed sheep",4,[],[],[]
t1,outfits_formal,teacup,12,[],[],[]
t1,outfits_formal,teapot,12,[],[],[]
t1,outfits_formal,spoon,12,[],[],[]
t1,outfits_formal,smartphone,12,[],[],[]
t1,outfits_formal,skull,12,[],[],[]
t1,outfits_formal,shield,12,[],[],[]
t1,outfits_formal,sheath,12,[],[],[]
t1,outfits_formal,school desk,12,[],[],[]
t1,outfits_formal,"weapon, scythe, holding scythe",12,[],[],[]
t1,outfits_formal,"sack, holding sack",12,[],[],[]
t1,outfits_formal,"flower, rose",12,[],[],[]
t1,outfits_formal,rope,12,[],[],[]
t1,outfits_formal,rock,12,[],[],[]
t1,outfits_formal,rifle,12,[],[],[]
t1,outfits_formal,pumpkin,12,[],[],[]
t1,outfits_formal,potted plant,12,[],[],[]
t1,outfits_formal,"food, popsicle, popsicle in mouth",6,[],[],[]
t1,outfits_formal,"food, popsicle, holding popsicle",6,[],[],[]
t1,outfits_formal,"food, popsicle, popsicle in mouth, watermelon bar",6,[],[],[]
t1,outfits_formal,"food, popsicle, holding popsicle, watermelon bar",6,[],[],[]
t1,outfits_formal,"weapon, polearm, holding weapon",12,[],[],[]
t1,outfits_formal,pocky,12,[],[],[]
t1,outfits_formal,plate,12,[],[],[]
t1,outfits_formal,plant,12,[],[],[]
t1,outfits_formal,"pen, holding pen",12,[],[],[]
t1,outfits_formal,"phone, smartphone, holding phone",12,[],[],[]
t1,outfits_formal,"fruit, peach",12,[],[],[]
t1,outfits_formal,open book,12,[],[],[]
t1,outfits_formal,ofuda,12,[],[],[]
t1,outfits_formal,"cup, mug, beer mug",12,[],[],[]
t1,outfits_formal,"cup, mug, coffee mug",12,[],[],[]
t1,outfits_formal,mecha,12,[],[],[]
t1,outfits_formal,machinery,12,[],[],[]
t1,outfits_formal,"candy, lollipop",12,[],[],[]
t1,outfits_formal,leaf,12,[],[],[]
t1,outfits_formal,lantern,4,[],[],[]
t1,outfits_formal,"lantern, wooden lantern",4,[],[],[]
t1,outfits_formal,"lantern, paper lantern",4,[],[],[]
t1,outfits_formal,lamp,12,[],[],[]
t1,outfits_formal,"knife, kitchen knife",12,[],[],[]
t1,outfits_formal,"weapon, katana",12,[],[],[]
t1,outfits_formal,"weapon, spear",12,[],[],[]
t1,outfits_formal,jack-o'-lantern,12,[],[],[]
t1,outfits_formal,innertube,12,[],[],[]
t1,outfits_formal,"innertube, doughnut innertube",12,[],[],[]
t1,outfits_formal,"id card, lanyard",12,[],[],[]
t1,outfits_formal,"ice cream, soft serve",12,[],[],[]
t1,outfits_formal,"flower, hibiscus",12,[],[],[]
t1,outfits_formal,"flower, daisy",12,[],[],[]
t1,outfits_formal,"flower, iris (flower)",12,[],[],[]
t1,outfits_formal,"flower, lilac",12,[],[],[]
t1,outfits_formal,"flower, chrysanthemum",12,[],[],[]
t1,outfits_formal,"flower, carnation",12,[],[],[]
t1,outfits_formal,"flower, camellia",12,[],[],[]
t1,outfits_formal,"flower, crocus (flower)",12,[],[],[]
t1,outfits_formal,"flower, lily of the valley",12,[],[],[]
t1,outfits_formal,"flower, poppy (flower)",12,[],[],[]
t1,outfits_formal,"flower, nemophila (flower)",12,[],[],[]
t1,outfits_formal,"flower, snowbell (flower)",12,[],[],[]
t1,outfits_formal,"flower, orchid",12,[],[],[]
t1,outfits_formal,"flower, spider lily",12,[],[],[]
t1,outfits_formal,"flower, strawberry blossoms",12,[],[],[]
t1,outfits_formal,"flower, sunflower",12,[],[],[]
t1,outfits_formal,"flower, violet (flower)",12,[],[],[]
t1,outfits_formal,"flower, lily (flower)",12,[],[],[]
t1,outfits_formal,"flower, lotus",12,[],[],[]
t1,outfits_formal,"flower, plum blossoms",12,[],[],[]
t1,outfits_formal,"flower, black rose",12,[],[],[]
t1,outfits_formal,"flower, tulip",12,[],[],[]
t1,outfits_formal,"flower, water lily flower",12,[],[],[]
t1,outfits_formal,"flower, wisteria",12,[],[],[]
t1,outfits_formal,"flower, cosmos (flower)",12,[],[],[]
t1,outfits_formal,"flower, nemophila (flower)",12,[],[],[]
t1,outfits_formal,headset,12,[],[],[]
t1,outfits_formal,headphones,12,[],[],[]
t1,outfits_formal,"weapon, gun, handgun",12,[],[],[]
t1,outfits_formal,"bag, handbag",12,[],[],[]
t1,outfits_formal,"bag, shoulder bag",12,[],[],[]
t1,outfits_formal,"hand fan, folding fan",12,[],[],[]
t1,outfits_formal,"instrument, guitar",12,[],[],[]
t1,outfits_formal,"gift, gift bag",12,[],[],[]
t1,outfits_formal,"gift, gift box",12,[],[],[]
t1,outfits_formal,ghost,12,[],[],[]
t1,outfits_formal,gem,12,[],[],[]
t1,outfits_formal,fruit,12,[],[],[]
t1,outfits_formal,"fork, holding fork",12,[],[],[]
t1,outfits_formal,food,12,[],[],[]
t1,outfits_formal,"animal, fish",12,[],[],[]
t1,outfits_formal,"doll, holding doll",12,[],[],[]
t1,outfits_formal,"cup, disposable cup",12,[],[],[]
t1,outfits_formal,"weapon, dagger",12,[],[],[]
t1,outfits_formal,cup,12,[],[],[]
t1,outfits_formal,cross,12,[],[],[]
t1,outfits_formal,controller,12,[],[],[]
t1,outfits_formal,"computer, monitor, keyboard (computer)",12,[],[],[]
t1,outfits_formal,cigarette,12,[],[],[]
t1,outfits_formal,chopsticks,12,[],[],[]
t1,outfits_formal,chocolate,12,[],[],[]
t1,outfits_formal,chair,12,[],[],[]
t1,outfits_formal,chain,12,[],[],[]
t1,outfits_formal,carrot,12,[],[],[]
t1,outfits_formal,cannon,12,[],[],[]
t1,outfits_formal,candy,12,[],[],[]
t1,outfits_formal,candle,12,[],[],[]
t1,outfits_formal,can,12,[],[],[]
t1,outfits_formal,camera,12,[],[],[]
t1,outfits_formal,"food, cake",12,[],[],[]
t1,outfits_formal,"bug, butterfly",12,[],[],[]
t1,outfits_formal,bucket,12,[],[],[]
t1,outfits_formal,broom,12,[],[],[]
t1,outfits_formal,branch,12,[],[],[]
t1,outfits_formal,box,12,[],[],[]
t1,outfits_formal,bowl,12,[],[],[]
t1,outfits_formal,bouquet,12,[],[],[]
t1,outfits_formal,bottle,12,[],[],[]
t1,outfits_formal,book,12,[],[],[]
t1,outfits_formal,blanket,12,[],[],[]
t1,outfits_formal,bird,12,[],[],[]
t1,outfits_formal,bench,12,[],[],[]
t1,outfits_formal,bell,12,[],[],[]
t1,outfits_formal,bed sheet,12,[],[],[]
t1,outfits_formal,beads,12,[],[],[]
t1,outfits_formal,beachball,12,[],[],[]
t1,outfits_formal,basket,12,[],[],[]
t1,outfits_formal,balloon,12,[],[],[]
t1,outfits_formal,ball,12,[],[],[]
t1,outfits_formal,"weapon, axe",12,[],[],[]
t1,outfits_formal,"weapon, gun, assault rifle",12,[],[],[]
t1,outfits_formal,"fruit, apple",12,[],[],[]
t1,outfits_formal,"sake, sake bottle",12,[],[],[]
t1,outfits_formal,paintbrush,12,[],[],[]
t1,outfits_formal,tea,12,[],[],[]
t1,outfits_formal,black cat,12,[],[],[]
t1,outfits_formal,maple leaf,12,[],[],[]
t1,outfits_formal,mushroom,12,[],[],[]
t1,outfits_formal,television,12,[],[],[]
t1,outfits_formal,handcuffs,12,[],[],[]
t1,outfits_formal,"food, doughnut",12,[],[],[]
t1,outfits_formal,water bottle,12,[],[],[]
t1,outfits_formal,"food, bread, bagel",12,[],[],[]
t1,outfits_formal,"food, bread, baguette",12,[],[],[]
t1,outfits_formal,"flower, pink rose",12,[],[],[]
t1,outfits_formal,handheld game console,12,[],[],[]
t1,outfits_formal,"weapon, huge weapon",12,[],[],[]
t1,outfits_formal,stool,12,[],[],[]
t1,outfits_formal,smoking pipe,12,[],[],[]
t1,outfits_formal,"food, cookie",12,[],[],[]
t1,outfits_formal,chalkboard,12,[],[],[]
t1,outfits_formal,coin,12,[],[],[]
t1,outfits_formal,syringe,12,[],[],[]
t1,outfits_formal,christmas tree,12,[],[],[]
t1,outfits_formal,rice,12,[],[],[]
t1,outfits_formal,bathtub,12,[],[],[]
t1,outfits_formal,"beer, beer bottle",12,[],[],[]
t1,outfits_formal,lamppost,12,[],[],[]
t1,outfits_formal,egg,12,[],[],[]
t1,outfits_formal,"fruit, cherry",12,[],[],[]
t1,outfits_formal,cushion,12,[],[],[]
t1,outfits_formal,shell,12,[],[],[]
t1,outfits_formal,"sake, sakazuki",12,[],[],[]
t1,outfits_formal,"food, burger",12,[],[],[]
t1,outfits_formal,clipboard,12,[],[],[]
t1,outfits_formal,skeleton,12,[],[],[]
t1,outfits_formal,"instrument, electric guitar",12,[],[],[]
t1,outfits_formal,"box, cardboard box",12,[],[],[]
t1,outfits_formal,pillar,12,[],[],[]
t1,outfits_formal,book stack,12,[],[],[]
t1,outfits_formal,wine,12,[],[],[]
t1,outfits_formal,mouse (animal),12,[],[],[]
t1,outfits_formal,"computer, laptop",12,[],[],[]
t1,outfits_formal,"table, kotatsu",12,[],[],[]
t1,outfits_formal,"bag, shopping bag",12,[],[],[]
t1,outfits_formal,whip,12,[],[],[]
t1,outfits_formal,riding crop,12,[],[],[]
t1,outfits_formal,dango,12,[],[],[]
t1,outfits_formal,"fruit, grapes",12,[],[],[]
t1,outfits_formal,water gun,12,[],[],[]
t1,outfits_formal,vase,12,[],[],[]
t1,outfits_formal,whistle,12,[],[],[]
t1,outfits_formal,"microphone stand, microphone",12,[],[],[]
t1,outfits_formal,notebook,12,[],[],[]
t1,outfits_formal,"flower, hydrangea",12,[],[],[]
t1,outfits_formal,suitcase,12,[],[],[]
